GpsTm=789200724,Flag=4,Longi=114.072803,Lati=22.755983,Speed=582(0.1km/h),Yaw=115(deg)
AcceSpeed(X/Y/Z)=2/-8/99 (0.01g), AngSpeed(X/Y/Z)=-38/-267/-1 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-29/90 (0.01g), AngSpeed(X/Y/Z)=157/-212/-76 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-31/96 (0.01g), AngSpeed(X/Y/Z)=157/-212/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-31/104 (0.01g), AngSpeed(X/Y/Z)=167/-200/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=167/-200/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-28/102 (0.01g), AngSpeed(X/Y/Z)=167/-200/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-36/108 (0.01g), AngSpeed(X/Y/Z)=167/-200/-77 (0.01deg/s)
GpsTm=789200821,Flag=4,Longi=114.075317,Lati=22.758523,Speed=279(0.1km/h),Yaw=352(deg)
AcceSpeed(X/Y/Z)=10/-30/82 (0.01g), AngSpeed(X/Y/Z)=167/-200/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-25/96 (0.01g), AngSpeed(X/Y/Z)=167/-200/-77 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-37/102 (0.01g), AngSpeed(X/Y/Z)=206/-176/-75 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-31/92 (0.01g), AngSpeed(X/Y/Z)=206/-176/-75 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-33/102 (0.01g), AngSpeed(X/Y/Z)=206/-176/-75 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-27/94 (0.01g), AngSpeed(X/Y/Z)=206/-176/-75 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-31/93 (0.01g), AngSpeed(X/Y/Z)=206/-176/-75 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-28/98 (0.01g), AngSpeed(X/Y/Z)=206/-176/-75 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-29/95 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-32/94 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-30/97 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-36/100 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/102 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-29/96 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-38/100 (0.01g), AngSpeed(X/Y/Z)=234/-159/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-24/88 (0.01g), AngSpeed(X/Y/Z)=283/-170/-93 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-40/94 (0.01g), AngSpeed(X/Y/Z)=283/-170/-93 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/94 (0.01g), AngSpeed(X/Y/Z)=283/-170/-93 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-40/106 (0.01g), AngSpeed(X/Y/Z)=283/-170/-93 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-28/86 (0.01g), AngSpeed(X/Y/Z)=283/-170/-93 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-25/106 (0.01g), AngSpeed(X/Y/Z)=283/-170/-93 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-35/96 (0.01g), AngSpeed(X/Y/Z)=294/-180/-99 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-28/100 (0.01g), AngSpeed(X/Y/Z)=294/-180/-99 (0.01deg/s)
AcceSpeed(X/Y/Z)=-4/-31/100 (0.01g), AngSpeed(X/Y/Z)=294/-180/-99 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-38/90 (0.01g), AngSpeed(X/Y/Z)=294/-180/-99 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-20/92 (0.01g), AngSpeed(X/Y/Z)=294/-180/-99 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-38/101 (0.01g), AngSpeed(X/Y/Z)=294/-180/-99 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-31/92 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-31/107 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-25/85 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-35/102 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-34/89 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-32/100 (0.01g), AngSpeed(X/Y/Z)=221/-173/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-28/97 (0.01g), AngSpeed(X/Y/Z)=160/-180/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-27/90 (0.01g), AngSpeed(X/Y/Z)=160/-180/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-35/96 (0.01g), AngSpeed(X/Y/Z)=160/-180/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-37/99 (0.01g), AngSpeed(X/Y/Z)=160/-180/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-24/97 (0.01g), AngSpeed(X/Y/Z)=160/-180/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-27/91 (0.01g), AngSpeed(X/Y/Z)=160/-180/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-36/101 (0.01g), AngSpeed(X/Y/Z)=137/-199/-131 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-36/98 (0.01g), AngSpeed(X/Y/Z)=137/-199/-131 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-27/94 (0.01g), AngSpeed(X/Y/Z)=137/-199/-131 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-23/97 (0.01g), AngSpeed(X/Y/Z)=137/-199/-131 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-34/105 (0.01g), AngSpeed(X/Y/Z)=137/-199/-131 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-33/100 (0.01g), AngSpeed(X/Y/Z)=137/-199/-131 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-33/99 (0.01g), AngSpeed(X/Y/Z)=137/-199/-132 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-30/94 (0.01g), AngSpeed(X/Y/Z)=164/-232/-132 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-26/100 (0.01g), AngSpeed(X/Y/Z)=164/-232/-132 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-28/96 (0.01g), AngSpeed(X/Y/Z)=164/-232/-132 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-35/109 (0.01g), AngSpeed(X/Y/Z)=164/-232/-132 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-33/98 (0.01g), AngSpeed(X/Y/Z)=164/-232/-132 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-33/97 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-33/94 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-31/97 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-31/97 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-28/101 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-32/103 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-35/96 (0.01g), AngSpeed(X/Y/Z)=222/-252/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-33/100 (0.01g), AngSpeed(X/Y/Z)=271/-236/-135 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-27/103 (0.01g), AngSpeed(X/Y/Z)=271/-236/-135 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-25/92 (0.01g), AngSpeed(X/Y/Z)=271/-236/-135 (0.01deg/s)
AcceSpeed(X/Y/Z)=-5/-26/102 (0.01g), AngSpeed(X/Y/Z)=271/-236/-135 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-30/94 (0.01g), AngSpeed(X/Y/Z)=271/-236/-135 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-32/102 (0.01g), AngSpeed(X/Y/Z)=271/-236/-135 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-31/95 (0.01g), AngSpeed(X/Y/Z)=239/-285/-147 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-35/94 (0.01g), AngSpeed(X/Y/Z)=239/-285/-147 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-23/95 (0.01g), AngSpeed(X/Y/Z)=239/-285/-147 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-26/96 (0.01g), AngSpeed(X/Y/Z)=239/-285/-147 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-32/97 (0.01g), AngSpeed(X/Y/Z)=239/-285/-147 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-34/93 (0.01g), AngSpeed(X/Y/Z)=239/-285/-147 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-33/90 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-31/95 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-25/93 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-26/100 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-31/96 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-33/95 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-32/97 (0.01g), AngSpeed(X/Y/Z)=187/-278/-141 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-26/96 (0.01g), AngSpeed(X/Y/Z)=173/-271/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-26/99 (0.01g), AngSpeed(X/Y/Z)=173/-271/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-28/100 (0.01g), AngSpeed(X/Y/Z)=173/-271/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-30/99 (0.01g), AngSpeed(X/Y/Z)=173/-271/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-36/103 (0.01g), AngSpeed(X/Y/Z)=173/-271/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-31/92 (0.01g), AngSpeed(X/Y/Z)=173/-271/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-30/104 (0.01g), AngSpeed(X/Y/Z)=199/-256/-108 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-26/96 (0.01g), AngSpeed(X/Y/Z)=199/-256/-108 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-24/100 (0.01g), AngSpeed(X/Y/Z)=199/-256/-108 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-31/108 (0.01g), AngSpeed(X/Y/Z)=199/-256/-108 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-34/95 (0.01g), AngSpeed(X/Y/Z)=199/-256/-108 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-31/103 (0.01g), AngSpeed(X/Y/Z)=199/-256/-108 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-31/95 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-25/96 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-26/99 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-32/101 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-26/95 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-32/95 (0.01g), AngSpeed(X/Y/Z)=259/-236/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-28/98 (0.01g), AngSpeed(X/Y/Z)=261/-213/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-28/97 (0.01g), AngSpeed(X/Y/Z)=261/-213/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-25/95 (0.01g), AngSpeed(X/Y/Z)=261/-213/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-26/99 (0.01g), AngSpeed(X/Y/Z)=261/-213/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-30/95 (0.01g), AngSpeed(X/Y/Z)=261/-213/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-28/94 (0.01g), AngSpeed(X/Y/Z)=261/-213/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-32/98 (0.01g), AngSpeed(X/Y/Z)=201/-210/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-28/100 (0.01g), AngSpeed(X/Y/Z)=201/-210/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-26/98 (0.01g), AngSpeed(X/Y/Z)=201/-210/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-27/95 (0.01g), AngSpeed(X/Y/Z)=201/-210/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-30/100 (0.01g), AngSpeed(X/Y/Z)=201/-210/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-23/93 (0.01g), AngSpeed(X/Y/Z)=201/-210/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-31/97 (0.01g), AngSpeed(X/Y/Z)=201/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-27/97 (0.01g), AngSpeed(X/Y/Z)=167/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-28/104 (0.01g), AngSpeed(X/Y/Z)=167/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-31/98 (0.01g), AngSpeed(X/Y/Z)=167/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-27/96 (0.01g), AngSpeed(X/Y/Z)=167/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-26/100 (0.01g), AngSpeed(X/Y/Z)=167/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-26/99 (0.01g), AngSpeed(X/Y/Z)=167/-204/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-28/99 (0.01g), AngSpeed(X/Y/Z)=175/-179/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-23/101 (0.01g), AngSpeed(X/Y/Z)=175/-179/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-29/98 (0.01g), AngSpeed(X/Y/Z)=175/-179/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-25/95 (0.01g), AngSpeed(X/Y/Z)=175/-179/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-24/98 (0.01g), AngSpeed(X/Y/Z)=175/-179/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-23/103 (0.01g), AngSpeed(X/Y/Z)=175/-179/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-25/104 (0.01g), AngSpeed(X/Y/Z)=229/-163/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-25/99 (0.01g), AngSpeed(X/Y/Z)=229/-163/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-23/99 (0.01g), AngSpeed(X/Y/Z)=229/-163/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-24/94 (0.01g), AngSpeed(X/Y/Z)=229/-163/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-22/98 (0.01g), AngSpeed(X/Y/Z)=229/-163/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-22/96 (0.01g), AngSpeed(X/Y/Z)=229/-163/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-26/100 (0.01g), AngSpeed(X/Y/Z)=229/-163/-60 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-26/100 (0.01g), AngSpeed(X/Y/Z)=280/-191/-60 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-26/98 (0.01g), AngSpeed(X/Y/Z)=280/-191/-60 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-23/91 (0.01g), AngSpeed(X/Y/Z)=280/-191/-60 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/99 (0.01g), AngSpeed(X/Y/Z)=280/-191/-60 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-23/97 (0.01g), AngSpeed(X/Y/Z)=280/-191/-60 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-23/94 (0.01g), AngSpeed(X/Y/Z)=308/-248/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-22/98 (0.01g), AngSpeed(X/Y/Z)=308/-248/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/101 (0.01g), AngSpeed(X/Y/Z)=308/-248/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-23/93 (0.01g), AngSpeed(X/Y/Z)=308/-248/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-22/102 (0.01g), AngSpeed(X/Y/Z)=308/-248/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-24/92 (0.01g), AngSpeed(X/Y/Z)=308/-248/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-19/86 (0.01g), AngSpeed(X/Y/Z)=308/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-22/112 (0.01g), AngSpeed(X/Y/Z)=305/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-24/92 (0.01g), AngSpeed(X/Y/Z)=305/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=305/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-25/106 (0.01g), AngSpeed(X/Y/Z)=305/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-21/99 (0.01g), AngSpeed(X/Y/Z)=305/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-24/101 (0.01g), AngSpeed(X/Y/Z)=305/-309/-69 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/88 (0.01g), AngSpeed(X/Y/Z)=288/-261/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-20/100 (0.01g), AngSpeed(X/Y/Z)=288/-261/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-20/108 (0.01g), AngSpeed(X/Y/Z)=288/-261/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-24/98 (0.01g), AngSpeed(X/Y/Z)=288/-261/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-22/94 (0.01g), AngSpeed(X/Y/Z)=288/-261/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-20/101 (0.01g), AngSpeed(X/Y/Z)=288/-261/-62 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/103 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-22/100 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-21/99 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-19/108 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-22/106 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/98 (0.01g), AngSpeed(X/Y/Z)=249/-261/-64 (0.01deg/s)
GpsTm=789200823,Flag=4,Longi=114.075293,Lati=22.758683,Speed=369(0.1km/h),Yaw=352(deg)
AcceSpeed(X/Y/Z)=7/-20/89 (0.01g), AngSpeed(X/Y/Z)=228/-261/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-23/100 (0.01g), AngSpeed(X/Y/Z)=228/-261/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-16/93 (0.01g), AngSpeed(X/Y/Z)=228/-261/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-21/107 (0.01g), AngSpeed(X/Y/Z)=228/-261/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/98 (0.01g), AngSpeed(X/Y/Z)=228/-261/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-22/102 (0.01g), AngSpeed(X/Y/Z)=228/-261/-63 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-11/99 (0.01g), AngSpeed(X/Y/Z)=199/-192/-37 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-23/94 (0.01g), AngSpeed(X/Y/Z)=199/-192/-37 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-15/98 (0.01g), AngSpeed(X/Y/Z)=199/-192/-37 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-21/93 (0.01g), AngSpeed(X/Y/Z)=199/-192/-37 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-20/93 (0.01g), AngSpeed(X/Y/Z)=199/-192/-37 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-12/101 (0.01g), AngSpeed(X/Y/Z)=199/-192/-37 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-26/104 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/94 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-21/101 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-25/101 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-21/103 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/104 (0.01g), AngSpeed(X/Y/Z)=208/-206/-49 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/104 (0.01g), AngSpeed(X/Y/Z)=211/-192/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-22/95 (0.01g), AngSpeed(X/Y/Z)=211/-192/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-23/100 (0.01g), AngSpeed(X/Y/Z)=211/-192/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-23/94 (0.01g), AngSpeed(X/Y/Z)=211/-192/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/94 (0.01g), AngSpeed(X/Y/Z)=211/-192/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-21/105 (0.01g), AngSpeed(X/Y/Z)=211/-192/-57 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/95 (0.01g), AngSpeed(X/Y/Z)=204/-174/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-20/93 (0.01g), AngSpeed(X/Y/Z)=204/-174/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/95 (0.01g), AngSpeed(X/Y/Z)=204/-174/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-24/97 (0.01g), AngSpeed(X/Y/Z)=204/-174/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-21/97 (0.01g), AngSpeed(X/Y/Z)=204/-174/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-20/98 (0.01g), AngSpeed(X/Y/Z)=204/-174/-79 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-21/100 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-22/99 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-20/95 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-24/97 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-22/99 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-24/110 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-26/98 (0.01g), AngSpeed(X/Y/Z)=219/-225/-119 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-22/101 (0.01g), AngSpeed(X/Y/Z)=245/-175/-113 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-22/107 (0.01g), AngSpeed(X/Y/Z)=245/-175/-113 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-23/94 (0.01g), AngSpeed(X/Y/Z)=245/-175/-113 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-22/98 (0.01g), AngSpeed(X/Y/Z)=245/-175/-113 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-29/107 (0.01g), AngSpeed(X/Y/Z)=245/-175/-113 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-24/94 (0.01g), AngSpeed(X/Y/Z)=245/-175/-113 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-23/99 (0.01g), AngSpeed(X/Y/Z)=217/-157/-104 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-23/98 (0.01g), AngSpeed(X/Y/Z)=217/-157/-104 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-21/98 (0.01g), AngSpeed(X/Y/Z)=217/-157/-104 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-26/98 (0.01g), AngSpeed(X/Y/Z)=217/-157/-104 (0.01deg/s)
